Source,Type,Date,Amount,Month,Financial Year
UTI,Mutual Fund,Mar/2023,"₹3,753.95",3,2022–2023
Tata,Mutual Fund,Apr/2022,"₹7,071.75",4,2022–2023
Tata,Mutual Fund,May/2022,"₹7,102.59",5,2022–2023
Tata,Mutual Fund,Jun/2022,"₹7,078.54",6,2022–2023
Tata,Mutual Fund,Jul/2022,"₹7,224.46",7,2022–2023
Tata,Mutual Fund,Aug/2022,"₹7,821.38",8,2022–2023
Tata,Mutual Fund,Sep/2022,"₹8,402.05",9,2022–2023
Tata,Mutual Fund,Oct/2022,"₹9,015.83",10,2022–2023
Tata,Mutual Fund,Nov/2022,"₹9,719.17",11,2022–2023
Tata,Mutual Fund,Dec/2022,"₹9,636.34",12,2022–2023
Tata,Mutual Fund,Jan/2023,"₹10,365.27",1,2022–2023
Tata,Mutual Fund,Feb/2023,"₹10,937.88",2,2022–2023
Tata,Mutual Fund,Mar/2023,"₹9,482.00",3,2022–2023
DSP,Mutual Fund,Apr/2022,"₹1,405.95",4,2022–2023
DSP,Mutual Fund,May/2022,"₹1,426.97",5,2022–2023
DSP,Mutual Fund,Jun/2022,"₹1,374.38",6,2022–2023
DSP,Mutual Fund,Jul/2022,"₹1,296.05",7,2022–2023
DSP,Mutual Fund,Aug/2022,"₹1,414.05",8,2022–2023
DSP,Mutual Fund,Sep/2022,"₹1,466.84",9,2022–2023
DSP,Mutual Fund,Oct/2022,"₹1,434.17",10,2022–2023
DSP,Mutual Fund,Nov/2022,"₹1,433.63",11,2022–2023
DSP,Mutual Fund,Dec/2022,"₹1,396.83",12,2022–2023
DSP,Mutual Fund,Jan/2023,"₹1,364.47",1,2022–2023
DSP,Mutual Fund,Feb/2023,"₹1,346.08",2,2022–2023
DSP,Mutual Fund,Mar/2023,"₹1,227.26",3,2022–2023
Nippon,Mutual Fund,Apr/2022,"₹1,131.40",4,2022–2023
Nippon,Mutual Fund,May/2022,"₹1,169.00",5,2022–2023
Nippon,Mutual Fund,Jun/2022,"₹1,143.75",6,2022–2023
Nippon,Mutual Fund,Jul/2022,"₹1,215.23",7,2022–2023
Nippon,Mutual Fund,Aug/2022,"₹1,386.09",8,2022–2023
Nippon,Mutual Fund,Sep/2022,"₹1,501.00",9,2022–2023
Nippon,Mutual Fund,Oct/2022,"₹1,511.63",10,2022–2023
Nippon,Mutual Fund,Nov/2022,"₹1,579.24",11,2022–2023
Nippon,Mutual Fund,Dec/2022,"₹1,573.69",12,2022–2023
Nippon,Mutual Fund,Jan/2023,"₹1,543.00",1,2022–2023
Nippon,Mutual Fund,Feb/2023,"₹1,615.00",2,2022–2023
Nippon,Mutual Fund,Mar/2023,"₹1,465.00",3,2022–2023
SBI,Mutual Fund,Apr/2022,"₹1,496.24",4,2022–2023
SBI,Mutual Fund,May/2022,"₹1,513.68",5,2022–2023
SBI,Mutual Fund,Jun/2022,"₹1,475.32",6,2022–2023
SBI,Mutual Fund,Jul/2022,"₹1,217.20",7,2022–2023
SBI,Mutual Fund,Aug/2022,"₹1,476.52",8,2022–2023
SBI,Mutual Fund,Sep/2022,"₹1,606.72",9,2022–2023
SBI,Mutual Fund,Oct/2022,"₹1,596.98",10,2022–2023
SBI,Mutual Fund,Nov/2022,"₹1,604.86",11,2022–2023
SBI,Mutual Fund,Dec/2022,"₹1,584.14",12,2022–2023
SBI,Mutual Fund,Jan/2023,"₹1,652.97",1,2022–2023
SBI,Mutual Fund,Feb/2023,"₹1,628.16",2,2022–2023
SBI,Mutual Fund,Mar/2023,"₹1,490.17",3,2022–2023
SUND,Mutual Fund,Apr/2022,₹525.70,4,2022–2023
SUND,Mutual Fund,May/2022,₹541.82,5,2022–2023
SUND,Mutual Fund,Jun/2022,₹522.24,6,2022–2023
SUND,Mutual Fund,Jul/2022,₹308.59,7,2022–2023
SUND,Mutual Fund,Aug/2022,₹491.52,8,2022–2023
SUND,Mutual Fund,Sep/2022,₹456.20,9,2022–2023
SUND,Mutual Fund,Oct/2022,₹506.48,10,2022–2023
SUND,Mutual Fund,Nov/2022,₹454.10,11,2022–2023
SUND,Mutual Fund,Dec/2022,₹451.58,12,2022–2023
SUND,Mutual Fund,Jan/2023,₹477.01,1,2022–2023
SUND,Mutual Fund,Feb/2023,₹475.89,2,2022–2023
SUND,Mutual Fund,Mar/2023,₹434.82,3,2022–2023
MIRAE,Mutual Fund,Apr/2022,₹299.85,4,2022–2023
MIRAE,Mutual Fund,May/2022,₹309.28,5,2022–2023
MIRAE,Mutual Fund,Jun/2022,₹305.94,6,2022–2023
MIRAE,Mutual Fund,Jul/2022,₹298.68,7,2022–2023
MIRAE,Mutual Fund,Aug/2022,₹329.07,8,2022–2023
MIRAE,Mutual Fund,Sep/2022,₹359.53,9,2022–2023
MIRAE,Mutual Fund,Oct/2022,₹356.73,10,2022–2023
MIRAE,Mutual Fund,Nov/2022,₹364.96,11,2022–2023
MIRAE,Mutual Fund,Dec/2022,₹369.10,12,2022–2023
MIRAE,Mutual Fund,Jan/2023,₹392.32,1,2022–2023
MIRAE,Mutual Fund,Feb/2023,₹392.54,2,2022–2023
MIRAE,Mutual Fund,Mar/2023,₹356.73,3,2022–2023
HSBC,Mutual Fund,Apr/2022,₹465.59,4,2022–2023
HSBC,Mutual Fund,May/2022,₹394.68,5,2022–2023
HSBC,Mutual Fund,Jun/2022,₹319.02,6,2022–2023
HSBC,Mutual Fund,Jul/2022,₹252.21,7,2022–2023
HSBC,Mutual Fund,Aug/2022,₹274.02,8,2022–2023
HSBC,Mutual Fund,Sep/2022,₹295.42,9,2022–2023
HSBC,Mutual Fund,Oct/2022,₹298.88,10,2022–2023
HSBC,Mutual Fund,Nov/2022,₹308.81,11,2022–2023
HSBC,Mutual Fund,Dec/2022,₹253.73,12,2022–2023
HSBC,Mutual Fund,Jan/2023,₹372.04,1,2022–2023
HSBC,Mutual Fund,Feb/2023,₹313.81,2,2022–2023
HSBC,Mutual Fund,Mar/2023,₹284.24,3,2022–2023
Edelweis,Mutual Fund,Apr/2022,₹200.78,4,2022–2023
Edelweis,Mutual Fund,May/2022,₹106.77,5,2022–2023
Edelweis,Mutual Fund,Jun/2022,₹103.84,6,2022–2023
Edelweis,Mutual Fund,Jul/2022,₹100.05,7,2022–2023
Edelweis,Mutual Fund,Aug/2022,₹110.24,8,2022–2023
Edelweis,Mutual Fund,Sep/2022,₹120.71,9,2022–2023
Edelweis,Mutual Fund,Oct/2022,₹120.21,10,2022–2023
Edelweis,Mutual Fund,Nov/2022,₹125.23,11,2022–2023
Edelweis,Mutual Fund,Dec/2022,₹127.65,12,2022–2023
Edelweis,Mutual Fund,Jan/2023,₹133.28,1,2022–2023
Edelweis,Mutual Fund,Feb/2023,₹132.39,2,2022–2023
Edelweis,Mutual Fund,Mar/2023,₹121.49,3,2022–2023
FRANK,Mutual Fund,Apr/2022,₹3.89,4,2022–2023
FRANK,Mutual Fund,May/2022,₹4.52,5,2022–2023
FRANK,Mutual Fund,Jun/2022,₹4.87,6,2022–2023
FRANK,Mutual Fund,Jul/2022,₹5.16,7,2022–2023
FRANK,Mutual Fund,Aug/2022,₹6.29,8,2022–2023
FRANK,Mutual Fund,Sep/2022,₹6.75,9,2022–2023
FRANK,Mutual Fund,Oct/2022,₹2.06,10,2022–2023
FRANK,Mutual Fund,Nov/2022,₹1.97,11,2022–2023
FRANK,Mutual Fund,Dec/2022,₹2.89,12,2022–2023
FRANK,Mutual Fund,Jan/2023,₹4.20,1,2022–2023
FRANK,Mutual Fund,Feb/2023,₹5.62,2,2022–2023
FRANK,Mutual Fund,Mar/2023,₹6.21,3,2022–2023
Union,Mutual Fund,Apr/2022,₹20.80,4,2022–2023
Union,Mutual Fund,May/2022,₹0.00,5,2022–2023
Union,Mutual Fund,Jun/2022,₹0.00,6,2022–2023
Union,Mutual Fund,Jul/2022,₹60.26,7,2022–2023
Union,Mutual Fund,Aug/2022,₹0.00,8,2022–2023
Union,Mutual Fund,Sep/2022,₹0.00,9,2022–2023
Union,Mutual Fund,Oct/2022,₹64.23,10,2022–2023
Union,Mutual Fund,Nov/2022,₹0.00,11,2022–2023
Union,Mutual Fund,Dec/2022,₹0.00,12,2022–2023
Union,Mutual Fund,Jan/2023,₹67.27,1,2022–2023
Union,Mutual Fund,Feb/2023,₹0.00,2,2022–2023
Union,Mutual Fund,Mar/2023,₹0.00,3,2022–2023
CANARA,Mutual Fund,Apr/2022,₹0.00,4,2022–2023
CANARA,Mutual Fund,May/2022,₹0.00,5,2022–2023
CANARA,Mutual Fund,Jun/2022,₹2.84,6,2022–2023
CANARA,Mutual Fund,Jul/2022,₹3.74,7,2022–2023
CANARA,Mutual Fund,Aug/2022,₹5.93,8,2022–2023
CANARA,Mutual Fund,Sep/2022,₹8.00,9,2022–2023
CANARA,Mutual Fund,Oct/2022,₹9.52,10,2022–2023
CANARA,Mutual Fund,Nov/2022,₹11.37,11,2022–2023
CANARA,Mutual Fund,Dec/2022,₹12.83,12,2022–2023
CANARA,Mutual Fund,Jan/2023,₹101.31,1,2022–2023
CANARA,Mutual Fund,Feb/2023,₹134.88,2,2022–2023
CANARA,Mutual Fund,Mar/2023,₹122.52,3,2022–2023
Parag,Mutual Fund,Apr/2022,₹0.00,4,2022–2023
Parag,Mutual Fund,May/2022,₹0.00,5,2022–2023
Parag,Mutual Fund,Jun/2022,₹0.00,6,2022–2023
Parag,Mutual Fund,Jul/2022,₹0.00,7,2022–2023
Parag,Mutual Fund,Aug/2022,₹0.00,8,2022–2023
Parag,Mutual Fund,Sep/2022,₹0.00,9,2022–2023
Parag,Mutual Fund,Oct/2022,₹0.00,10,2022–2023
Parag,Mutual Fund,Nov/2022,₹0.00,11,2022–2023
Parag,Mutual Fund,Dec/2022,₹0.00,12,2022–2023
Parag,Mutual Fund,Jan/2023,₹0.00,1,2022–2023
Parag,Mutual Fund,Feb/2023,₹4.05,2,2022–2023
Parag,Mutual Fund,Mar/2023,₹5.99,3,2022–2023
LIC,Life Insurance,Apr/2022,"₹10,625.00",4,2022–2023
LIC,Life Insurance,May/2022,"₹12,976.00",5,2022–2023
LIC,Life Insurance,Jun/2022,"₹10,597.00",6,2022–2023
LIC,Life Insurance,Jul/2022,"₹9,797.00",7,2022–2023
LIC,Life Insurance,Aug/2022,"₹16,337.00",8,2022–2023
LIC,Life Insurance,Sep/2022,"₹32,156.00",9,2022–2023
LIC,Life Insurance,Oct/2022,"₹29,497.00",10,2022–2023
LIC,Life Insurance,Nov/2022,"₹4,320.00",11,2022–2023
LIC,Life Insurance,Dec/2022,"₹71,767.00",12,2022–2023
LIC,Life Insurance,Jan/2023,₹858.00,1,2022–2023
LIC,Life Insurance,Feb/2023,"₹9,212.00",2,2022–2023
LIC,Life Insurance,Mar/2023,"₹56,585.00",3,2022–2023
Star Health,Health Insurance,Apr/2022,"₹16,453.60",4,2022–2023
Star Health,Health Insurance,May/2022,"₹13,366.00",5,2022–2023
Star Health,Health Insurance,Jun/2022,"₹13,714.00",6,2022–2023
Star Health,Health Insurance,Jul/2022,"₹12,877.65",7,2022–2023
Star Health,Health Insurance,Aug/2022,"₹17,209.60",8,2022–2023
Star Health,Health Insurance,Sep/2022,"₹1,553.00",9,2022–2023
Star Health,Health Insurance,Oct/2022,"₹25,718.35",10,2022–2023
Star Health,Health Insurance,Nov/2022,"₹11,528.00",11,2022–2023
Star Health,Health Insurance,Dec/2022,"₹13,999.25",12,2022–2023
Star Health,Health Insurance,Jan/2023,"₹9,069.65",1,2022–2023
Star Health,Health Insurance,Feb/2023,"₹13,901.25",2,2022–2023
Star Health,Health Insurance,Mar/2023,"₹36,006.65",3,2022–2023
Tata AIA,Life Insurance,Apr/2022,₹0.00,4,2022–2023
Tata AIA,Life Insurance,May/2022,"₹16,135.96",5,2022–2023
Tata AIA,Life Insurance,Jun/2022,"₹3,222.88",6,2022–2023
Tata AIA,Life Insurance,Jul/2022,"₹17,261.84",7,2022–2023
Tata AIA,Life Insurance,Aug/2022,"₹5,568.18",8,2022–2023
Tata AIA,Life Insurance,Sep/2022,"₹4,223.48",9,2022–2023
Tata AIA,Life Insurance,Oct/2022,"₹1,566.60",10,2022–2023
Tata AIA,Life Insurance,Nov/2022,₹0.00,11,2022–2023
Tata AIA,Life Insurance,Dec/2022,"₹3,222.88",12,2022–2023
Tata AIA,Life Insurance,Jan/2023,₹0.00,1,2022–2023
Tata AIA,Life Insurance,Feb/2023,₹0.00,2,2022–2023
Tata AIA,Life Insurance,Mar/2023,₹363.63,3,2022–2023
BIrla Health,Health Insurance,Apr/2022,₹0.00,4,2022–2023
BIrla Health,Health Insurance,May/2022,₹0.00,5,2022–2023
BIrla Health,Health Insurance,Jun/2022,₹0.00,6,2022–2023
BIrla Health,Health Insurance,Jul/2022,₹0.00,7,2022–2023
BIrla Health,Health Insurance,Aug/2022,"₹4,035.88",8,2022–2023
BIrla Health,Health Insurance,Sep/2022,₹0.00,9,2022–2023
BIrla Health,Health Insurance,Oct/2022,₹0.00,10,2022–2023
BIrla Health,Health Insurance,Nov/2022,₹0.00,11,2022–2023
BIrla Health,Health Insurance,Dec/2022,₹0.00,12,2022–2023
BIrla Health,Health Insurance,Jan/2023,₹0.00,1,2022–2023
BIrla Health,Health Insurance,Feb/2023,₹0.00,2,2022–2023
BIrla Health,Health Insurance,Mar/2023,"₹1,570.30",3,2022–2023
General Insurance,General Insurance,Apr/2022,₹277.00,4,2022–2023
General Insurance,General Insurance,May/2022,₹838.00,5,2022–2023
General Insurance,General Insurance,Jun/2022,"₹1,057.00",6,2022–2023
General Insurance,General Insurance,Jul/2022,₹0.00,7,2022–2023
General Insurance,General Insurance,Aug/2022,₹83.00,8,2022–2023
General Insurance,General Insurance,Sep/2022,₹830.00,9,2022–2023
General Insurance,General Insurance,Oct/2022,"₹2,925.00",10,2022–2023
General Insurance,General Insurance,Nov/2022,₹777.00,11,2022–2023
General Insurance,General Insurance,Dec/2022,₹0.00,12,2022–2023
General Insurance,General Insurance,Jan/2023,"₹1,114.00",1,2022–2023
General Insurance,General Insurance,Feb/2023,"₹2,549.00",2,2022–2023
General Insurance,General Insurance,Mar/2023,"₹1,329.00",3,2022–2023
ICICI Mutual Fund,Mutual Fund,Apr/2021,"₹30,137.25",4,2021–2022
ICICI Mutual Fund,Mutual Fund,May/2021,"₹29,088.01",5,2021–2022
ICICI Mutual Fund,Mutual Fund,Jun/2021,"₹31,547.67",6,2021–2022
ICICI Mutual Fund,Mutual Fund,Jul/2021,"₹32,095.69",7,2021–2022
ICICI Mutual Fund,Mutual Fund,Aug/2021,"₹34,343.21",8,2021–2022
ICICI Mutual Fund,Mutual Fund,Sep/2021,"₹35,737.29",9,2021–2022
ICICI Mutual Fund,Mutual Fund,Oct/2021,"₹37,333.40",10,2021–2022
ICICI Mutual Fund,Mutual Fund,Nov/2021,"₹41,282.06",11,2021–2022
ICICI Mutual Fund,Mutual Fund,Dec/2021,"₹41,089.39",12,2021–2022
ICICI Mutual Fund,Mutual Fund,Jan/2022,"₹42,546.36",1,2021–2022
ICICI Mutual Fund,Mutual Fund,Feb/2022,"₹43,986.23",2,2021–2022
ICICI Mutual Fund,Mutual Fund,Mar/2022,"₹39,391.99",3,2021–2022
HDFC,Mutual Fund,Apr/2021,"₹3,535.07",4,2021–2022
HDFC,Mutual Fund,May/2021,"₹3,167.03",5,2021–2022
HDFC,Mutual Fund,Jun/2021,"₹3,653.53",6,2021–2022
HDFC,Mutual Fund,Jul/2021,"₹3,741.08",7,2021–2022
HDFC,Mutual Fund,Aug/2021,"₹3,891.60",8,2021–2022
HDFC,Mutual Fund,Sep/2021,"₹3,960.74",9,2021–2022
HDFC,Mutual Fund,Oct/2021,"₹4,306.81",10,2021–2022
HDFC,Mutual Fund,Nov/2021,"₹4,620.81",11,2021–2022
HDFC,Mutual Fund,Dec/2021,"₹4,469.04",12,2021–2022
HDFC,Mutual Fund,Jan/2022,"₹4,688.45",1,2021–2022
HDFC,Mutual Fund,Feb/2022,"₹4,885.59",2,2021–2022
HDFC,Mutual Fund,Mar/2022,"₹4,298.45",3,2021–2022
IDFC,Mutual Fund,Apr/2021,"₹7,024.88",4,2021–2022
IDFC,Mutual Fund,May/2021,"₹6,728.92",5,2021–2022
IDFC,Mutual Fund,Jun/2021,"₹7,057.38",6,2021–2022
IDFC,Mutual Fund,Jul/2021,"₹7,471.59",7,2021–2022
IDFC,Mutual Fund,Aug/2021,"₹7,854.34",8,2021–2022
IDFC,Mutual Fund,Sep/2021,"₹7,990.14",9,2021–2022
IDFC,Mutual Fund,Oct/2021,"₹8,155.42",10,2021–2022
IDFC,Mutual Fund,Nov/2021,"₹8,918.81",11,2021–2022
IDFC,Mutual Fund,Dec/2021,"₹8,657.75",12,2021–2022
IDFC,Mutual Fund,Jan/2022,"₹8,861.00",1,2021–2022
IDFC,Mutual Fund,Feb/2022,"₹9,262.33",2,2021–2022
IDFC,Mutual Fund,Mar/2022,"₹8,091.39",3,2021–2022
SBI,Mutual Fund,Apr/2021,"₹1,351.01",4,2021–2022
SBI,Mutual Fund,May/2021,"₹1,316.40",5,2021–2022
SBI,Mutual Fund,Jun/2021,"₹1,418.70",6,2021–2022
SBI,Mutual Fund,Jul/2021,"₹1,416.78",7,2021–2022
SBI,Mutual Fund,Aug/2021,"₹1,510.72",8,2021–2022
SBI,Mutual Fund,Sep/2021,"₹1,523.19",9,2021–2022
SBI,Mutual Fund,Oct/2021,"₹1,438.33",10,2021–2022
SBI,Mutual Fund,Nov/2021,"₹1,520.92",11,2021–2022
SBI,Mutual Fund,Dec/2021,"₹1,475.85",12,2021–2022
SBI,Mutual Fund,Jan/2022,"₹1,507.50",1,2021–2022
SBI,Mutual Fund,Feb/2022,"₹1,566.32",2,2021–2022
SBI,Mutual Fund,Mar/2022,"₹1,367.35",3,2021–2022
ABSL,Mutual Fund,Apr/2021,"₹5,368.85",4,2021–2022
ABSL,Mutual Fund,May/2021,"₹5,227.24",5,2021–2022
ABSL,Mutual Fund,Jun/2021,"₹5,546.70",6,2021–2022
ABSL,Mutual Fund,Jul/2021,"₹5,424.81",7,2021–2022
ABSL,Mutual Fund,Aug/2021,"₹5,673.92",8,2021–2022
ABSL,Mutual Fund,Sep/2021,"₹5,905.87",9,2021–2022
ABSL,Mutual Fund,Oct/2021,"₹6,387.64",10,2021–2022
ABSL,Mutual Fund,Nov/2021,"₹6,875.53",11,2021–2022
ABSL,Mutual Fund,Dec/2021,"₹6,710.59",12,2021–2022
ABSL,Mutual Fund,Jan/2022,"₹6,744.72",1,2021–2022
ABSL,Mutual Fund,Feb/2022,"₹6,830.49",2,2021–2022
ABSL,Mutual Fund,Mar/2022,"₹5,975.19",3,2021–2022
Nippon,Mutual Fund,Apr/2021,₹789.28,4,2021–2022
Nippon,Mutual Fund,May/2021,₹758.00,5,2021–2022
Nippon,Mutual Fund,Jun/2021,₹826.00,6,2021–2022
Nippon,Mutual Fund,Jul/2021,₹724.14,7,2021–2022
Nippon,Mutual Fund,Aug/2021,₹916.95,8,2021–2022
Nippon,Mutual Fund,Sep/2021,₹998.57,9,2021–2022
Nippon,Mutual Fund,Oct/2021,"₹1,056.54",10,2021–2022
Nippon,Mutual Fund,Nov/2021,"₹1,164.58",11,2021–2022
Nippon,Mutual Fund,Dec/2021,"₹1,085.90",12,2021–2022
Nippon,Mutual Fund,Jan/2022,"₹1,089.00",1,2021–2022
Nippon,Mutual Fund,Feb/2022,"₹1,143.00",2,2021–2022
Nippon,Mutual Fund,Mar/2022,"₹1,022.00",3,2021–2022
Axis,Mutual Fund,Apr/2021,"₹3,085.68",4,2021–2022
Axis,Mutual Fund,May/2021,"₹3,180.99",5,2021–2022
Axis,Mutual Fund,Jun/2021,"₹3,305.62",6,2021–2022
Axis,Mutual Fund,Jul/2021,"₹3,482.91",7,2021–2022
Axis,Mutual Fund,Aug/2021,"₹4,164.34",8,2021–2022
Axis,Mutual Fund,Sep/2021,"₹4,640.40",9,2021–2022
Axis,Mutual Fund,Oct/2021,"₹5,207.27",10,2021–2022
Axis,Mutual Fund,Nov/2021,"₹5,852.27",11,2021–2022
Axis,Mutual Fund,Dec/2021,"₹5,887.81",12,2021–2022
Axis,Mutual Fund,Jan/2022,"₹6,164.99",1,2021–2022
Axis,Mutual Fund,Feb/2022,"₹6,315.40",2,2021–2022
Axis,Mutual Fund,Mar/2022,"₹5,455.02",3,2021–2022
Kotak,Mutual Fund,Apr/2021,"₹5,183.60",4,2021–2022
Kotak,Mutual Fund,May/2021,"₹5,203.92",5,2021–2022
Kotak,Mutual Fund,Jun/2021,"₹5,555.80",6,2021–2022
Kotak,Mutual Fund,Jul/2021,"₹5,893.46",7,2021–2022
Kotak,Mutual Fund,Aug/2021,"₹6,667.66",8,2021–2022
Kotak,Mutual Fund,Sep/2021,"₹6,707.88",9,2021–2022
Kotak,Mutual Fund,Oct/2021,"₹7,422.90",10,2021–2022
Kotak,Mutual Fund,Nov/2021,"₹8,535.24",11,2021–2022
Kotak,Mutual Fund,Dec/2021,"₹9,508.33",12,2021–2022
Kotak,Mutual Fund,Jan/2022,"₹10,981.89",1,2021–2022
Kotak,Mutual Fund,Feb/2022,"₹11,912.13",2,2021–2022
Kotak,Mutual Fund,Mar/2022,"₹11,890.08",3,2021–2022
Tata,Mutual Fund,Apr/2021,"₹3,284.94",4,2021–2022
Tata,Mutual Fund,May/2021,"₹3,200.07",5,2021–2022
Tata,Mutual Fund,Jun/2021,"₹3,410.05",6,2021–2022
Tata,Mutual Fund,Jul/2021,"₹3,563.72",7,2021–2022
Tata,Mutual Fund,Aug/2021,"₹3,821.15",8,2021–2022
Tata,Mutual Fund,Sep/2021,"₹3,991.62",9,2021–2022
Tata,Mutual Fund,Oct/2021,"₹4,303.68",10,2021–2022
Tata,Mutual Fund,Nov/2021,"₹4,866.68",11,2021–2022
Tata,Mutual Fund,Dec/2021,"₹4,748.08",12,2021–2022
Tata,Mutual Fund,Jan/2022,"₹4,821.48",1,2021–2022
Tata,Mutual Fund,Feb/2022,"₹4,932.52",2,2021–2022
Tata,Mutual Fund,Mar/2022,"₹5,194.47",3,2021–2022
SUND,Mutual Fund,Apr/2021,₹429.65,4,2021–2022
SUND,Mutual Fund,May/2021,₹427.41,5,2021–2022
SUND,Mutual Fund,Jun/2021,₹476.06,6,2021–2022
SUND,Mutual Fund,Jul/2021,₹503.33,7,2021–2022
SUND,Mutual Fund,Aug/2021,₹553.46,8,2021–2022
SUND,Mutual Fund,Sep/2021,₹576.24,9,2021–2022
SUND,Mutual Fund,Oct/2021,₹562.61,10,2021–2022
SUND,Mutual Fund,Nov/2021,₹609.32,11,2021–2022
SUND,Mutual Fund,Dec/2021,₹563.19,12,2021–2022
SUND,Mutual Fund,Jan/2022,₹576.82,1,2021–2022
SUND,Mutual Fund,Feb/2022,₹603.29,2,2021–2022
SUND,Mutual Fund,Mar/2022,₹490.74,3,2021–2022
LIC MF,Mutual Fund,Apr/2021,₹660.31,4,2021–2022
LIC MF,Mutual Fund,May/2021,₹669.95,5,2021–2022
LIC MF,Mutual Fund,Jun/2021,₹718.11,6,2021–2022
LIC MF,Mutual Fund,Jul/2021,₹418.20,7,2021–2022
LIC MF,Mutual Fund,Aug/2021,₹452.85,8,2021–2022
LIC MF,Mutual Fund,Sep/2021,₹469.60,9,2021–2022
LIC MF,Mutual Fund,Oct/2021,₹432.97,10,2021–2022
LIC MF,Mutual Fund,Nov/2021,₹449.59,11,2021–2022
LIC MF,Mutual Fund,Dec/2021,₹440.39,12,2021–2022
LIC MF,Mutual Fund,Jan/2022,₹461.27,1,2021–2022
LIC MF,Mutual Fund,Feb/2022,₹448.55,2,2021–2022
LIC MF,Mutual Fund,Mar/2022,₹379.81,3,2021–2022
LNT,Mutual Fund,Apr/2021,₹403.28,4,2021–2022
LNT,Mutual Fund,May/2021,₹398.42,5,2021–2022
LNT,Mutual Fund,Jun/2021,₹435.35,6,2021–2022
LNT,Mutual Fund,Jul/2021,₹448.17,7,2021–2022
LNT,Mutual Fund,Aug/2021,₹426.69,8,2021–2022
LNT,Mutual Fund,Sep/2021,₹424.28,9,2021–2022
LNT,Mutual Fund,Oct/2021,₹427.53,10,2021–2022
LNT,Mutual Fund,Nov/2021,₹461.23,11,2021–2022
LNT,Mutual Fund,Dec/2021,₹452.82,12,2021–2022
LNT,Mutual Fund,Jan/2022,₹467.11,1,2021–2022
LNT,Mutual Fund,Feb/2022,₹488.78,2,2021–2022
LNT,Mutual Fund,Mar/2022,₹424.50,3,2021–2022
FRANK,Mutual Fund,Apr/2021,₹1.22,4,2021–2022
FRANK,Mutual Fund,May/2021,₹1.15,5,2021–2022
FRANK,Mutual Fund,Jun/2021,₹1.24,6,2021–2022
FRANK,Mutual Fund,Jul/2021,₹1.27,7,2021–2022
FRANK,Mutual Fund,Aug/2021,₹1.33,8,2021–2022
FRANK,Mutual Fund,Sep/2021,₹1.37,9,2021–2022
FRANK,Mutual Fund,Oct/2021,₹1.41,10,2021–2022
FRANK,Mutual Fund,Nov/2021,₹1.53,11,2021–2022
FRANK,Mutual Fund,Dec/2021,₹1.66,12,2021–2022
FRANK,Mutual Fund,Jan/2022,₹2.31,1,2021–2022
FRANK,Mutual Fund,Feb/2022,₹2.97,2,2021–2022
FRANK,Mutual Fund,Mar/2022,₹3.05,3,2021–2022
DSP,Mutual Fund,Apr/2021,"₹1,178.23",4,2021–2022
DSP,Mutual Fund,May/2021,"₹1,154.97",5,2021–2022
DSP,Mutual Fund,Jun/2021,"₹1,262.81",6,2021–2022
DSP,Mutual Fund,Jul/2021,"₹1,314.90",7,2021–2022
DSP,Mutual Fund,Aug/2021,"₹1,383.88",8,2021–2022
DSP,Mutual Fund,Sep/2021,"₹1,482.18",9,2021–2022
DSP,Mutual Fund,Oct/2021,"₹1,543.84",10,2021–2022
DSP,Mutual Fund,Nov/2021,"₹1,645.22",11,2021–2022
DSP,Mutual Fund,Dec/2021,"₹1,592.67",12,2021–2022
DSP,Mutual Fund,Jan/2022,"₹1,681.72",1,2021–2022
DSP,Mutual Fund,Feb/2022,"₹1,638.75",2,2021–2022
DSP,Mutual Fund,Mar/2022,"₹1,354.53",3,2021–2022
UTI,Mutual Fund,Apr/2021,₹390.69,4,2021–2022
UTI,Mutual Fund,May/2021,₹380.38,5,2021–2022
UTI,Mutual Fund,Jun/2021,₹404.10,6,2021–2022
UTI,Mutual Fund,Jul/2021,₹473.12,7,2021–2022
UTI,Mutual Fund,Aug/2021,₹669.69,8,2021–2022
UTI,Mutual Fund,Sep/2021,₹836.90,9,2021–2022
UTI,Mutual Fund,Oct/2021,"₹2,231.86",10,2021–2022
UTI,Mutual Fund,Nov/2021,"₹2,012.46",11,2021–2022
UTI,Mutual Fund,Dec/2021,"₹4,363.96",12,2021–2022
UTI,Mutual Fund,Jan/2022,"₹5,321.96",1,2021–2022
UTI,Mutual Fund,Feb/2022,"₹5,396.53",2,2021–2022
UTI,Mutual Fund,Mar/2022,"₹4,686.93",3,2021–2022
Edelweis,Mutual Fund,Apr/2021,₹0.00,4,2021–2022
Edelweis,Mutual Fund,May/2021,₹134.70,5,2021–2022
Edelweis,Mutual Fund,Jun/2021,₹0.00,6,2021–2022
Edelweis,Mutual Fund,Jul/2021,₹151.11,7,2021–2022
Edelweis,Mutual Fund,Aug/2021,₹0.00,8,2021–2022
Edelweis,Mutual Fund,Sep/2021,₹174.64,9,2021–2022
Edelweis,Mutual Fund,Oct/2021,₹0.00,10,2021–2022
Edelweis,Mutual Fund,Nov/2021,₹193.40,11,2021–2022
Edelweis,Mutual Fund,Dec/2021,₹0.00,12,2021–2022
Edelweis,Mutual Fund,Jan/2022,₹201.47,1,2021–2022
Edelweis,Mutual Fund,Feb/2022,₹107.18,2,2021–2022
